brandSKUId,label,facets_jsonb,categoryLabel,normalized_name,core_identity,brand_extracted,categories_parsed,primary_category,cluster_id
437cd237-83e0-48ce-bc91-934387cdb317,Cornitos Tomato Salsa No Onion Garlic 30 Grams,"{""tags"": [""salsa"", ""snack"", ""tomato"", ""gluten-free""], ""brand"": ""Cornitos"", ""color"": ""Red"", ""scent"": null, ""flavor"": ""Tomato Mexicana"", ""isVegan"": null, ""material"": null, ""warranty"": null, ""allergens"": null, ""isNutFree"": null, ""packetSize"": ""Single-Use/Small Packet"", ""properties"": [""❌ organic"", ""gluten free"", ""❌ resealability""], ""ingredients"": null, ""isDairyFree"": null, ""productName"": ""Cornitos Tomato Salsa No Onion Garlic 30 Grams"", ""servingSize"": null, ""suitableFor"": null, ""priceSegment"": ""Affordable"", ""isEcoFriendly"": null, ""packagingType"": ""Plastic"", ""productVolume"": null, ""productWeight"": ""30 Grams"", ""expirationDate"": null, ""packagingShape"": ""Flat"", ""visualElements"": [""Logo of Cornitos"", ""Image of a tomato"", ""Colorful background""], ""countryOfOrigin"": null, ""productBenefits"": [""Gluten Free"", ""No Onion"", ""No Garlic""], ""productCategory"": ""Sweets/Snacks"", ""additionalFacets"": {}, ""marketingTagline"": ""Juicy red tomatoes and jalapeño instantly capture the taste buds!"", ""productDimensions"": null, ""usageInstructions"": null, ""caloriesPerServing"": null, ""productSubCategory"": null, ""dietaryRestrictions"": null, ""storageInstructions"": null, ""sustainabilityClaims"": null, ""nutritionalInformation"": null}",Sweets/Snacks,tomato salsa no onion garlic,tomato salsa no onion garlic | sweets snacks,Cornitos,"Sweets, Snacks",Sweets,-1
44941483-6870-4b33-bf22-da76d6ccf405,CORNITOS Falafel Kebab Wrap It Roll Kit 480 Grams,"{""tags"": [""Falafel"", ""Wrap"", ""Snack Kit"", ""Vegetarian"", ""DIY Food""], ""scent"": ""N/A"", ""origin"": ""N/A"", ""flavour"": ""N/A"", ""texture"": ""N/A"", ""dietType"": ""N/A"", ""packType"": ""Kit"", ""brandName"": ""CORNITOS"", ""netWeight"": ""480 Grams"", ""packetSize"": ""Multi-Use"", ""cookingTime"": ""N/A"", ""productType"": ""Wrap Kit"", ""seasonalUse"": ""N/A"", ""servingSize"": ""6 Servings"", ""allergenInfo"": ""N/A"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""keyIngredient"": ""N/A"", ""productFormat"": ""Wrap"", ""ingredientType"": ""Vegetarian"", ""specialFeature"": ""N/A"", ""preparationMethod"": ""DIY"", ""targetDemographic"": ""N/A"", ""storageInstructions"": ""Store in a cool, dry place""}",Sweets/Snacks,falafel kebab wrap it roll kit,falafel kebab wrap it roll kit | sweets snacks,CORNITOS,"Sweets, Snacks",Sweets,3
456617c6-15ad-4fad-b950-8abe5580660f,CORNITOS Peri Nacho Crisps Baked And Fried Corn Chips 70 Grams,"{""tags"": [""snacks"", ""crisps"", ""gluten free"", ""periperi"", ""corn chips"", ""spicy snacks""], ""scent"": ""Spicy"", ""flavour"": ""Peri Peri"", ""texture"": ""Crispy"", ""brandName"": ""CORNITOS"", ""netWeight"": ""70 g"", ""packetSize"": ""Single-Use"", ""properties"": [""vegan"", ""❌ organic"", ""❌ imported"", ""resealability""], ""productType"": ""Chips"", ""seasonalUse"": ""Any Occasion"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""tasteProfile"": ""Spicy and Tangy"", ""cookingMethod"": ""Baked and Fried"", ""keyIngredient"": ""Corn"", ""certifications"": ""Gluten Free"", ""specialFeature"": ""Gluten Free"", ""applicationMethod"": ""Ready to Eat"", ""packagingMaterial"": ""Plastic"", ""servingSuggestion"": ""Snack"", ""targetDemographic"": ""Adults"", ""dietaryRestrictions"": ""Gluten Intolerance""}",Sweets/Snacks,peri nacho crisps baked and fried chips rams,peri nacho crisps baked and fried chips rams | sweets snacks,CORNITOS,"Sweets, Snacks",Sweets,54
4979a768-4375-482a-986a-b6d195685c21,Cornitos Sizzlin Jalapeno 60 Grams,"{""tags"": [""Spicy"", ""Snack"", ""Crisps"", ""Nacho"", ""Tasty""], ""color"": ""Purple and Gold"", ""scent"": ""Spicy"", ""flavour"": ""Jalapeno"", ""texture"": ""Crispy"", ""brandName"": ""Cornitos"", ""netWeight"": ""60 g"", ""packetSize"": ""Single-Use"", ""properties"": [""❌ packaging resealable""], ""brandOrigin"": ""India"", ""productForm"": ""Solid"", ""productType"": ""Chips"", ""seasonalUse"": ""All-Season"", ""dietaryClaim"": ""Gluten Free"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""keyIngredient"": ""Corn"", ""specialFeature"": ""Gluten Free"", ""packagingMaterial"": ""Plastic"", ""targetDemographic"": ""Adults"", ""packagingTransparency"": ""Opaque""}",Sweets/Snacks,sizzlin jalapeno rams,sizzlin jalapeno rams | sweets snacks,Cornitos,"Sweets, Snacks",Sweets,57
4a11686a-f7f5-4a09-8720-eb8e99eaaaa0,Cornitos Pop N Crunch Roasted Cashwes 25 Gm,"{""tags"": [""Crunchy Snack"", ""Roasted Cashews"", ""Lightly Salted"", ""Healthy Snack""], ""scent"": ""Nutty"", ""flavour"": ""Lightly Salted"", ""texture"": ""Crunchy"", ""brandName"": ""Cornitos"", ""netWeight"": ""25 Grams"", ""snackForm"": ""N/A"", ""packetSize"": ""Single-Use"", ""specialTag"": ""Roasted"", ""brandOrigin"": ""India"", ""ingredients"": ""Cashews, Salt"", ""productType"": ""Nut"", ""seasonalUse"": ""Anytime"", ""priceSegment"": ""Affordable"", ""countUnitEach"": ""1 Each"", ""packagingType"": ""Resealable Pouch"", ""caloricContent"": ""High Energy"", ""certifications"": ""N/A"", ""applicationMethod"": ""Snack"", ""sustainabilityTag"": ""N/A"", ""targetDemographic"": ""General"", ""cookingInstructions"": ""Ready to eat"", ""dietaryRequirements"": ""N/A"", ""storageInstructions"": ""Store in a cool, dry place""}",Crunchy Snack,pop n crunch roasted cashwes,pop n crunch roasted cashwes | crunchy snack,Cornitos,Crunchy Snack,Crunchy Snack,-1
4a5d0f12-256b-444a-a94e-884b71d75c2d,Cornitos Roasted Cashew Unsalted 200 Grams,"{""tags"": [""Cashews"", ""Roasted"", ""Unsalted"", ""Cornitos"", ""Dry Fruits"", ""Gluten Free""], ""type"": ""Cashews"", ""scent"": null, ""texture"": null, ""calories"": ""169 Calories per 28g"", ""netWeight"": ""200 Grams"", ""packetSize"": ""Multi-Use"", ""seasonalUse"": null, ""dietaryClaim"": ""Gluten Free"", ""priceSegment"": ""Premium"", ""productBrand"": ""Cornitos"", ""sourceRegion"": null, ""varietyGrade"": null, ""healthBenefit"": [""Source of Protein"", ""Source of Fiber"", ""Zero Cholesterol""], ""flavorSeasoning"": ""Unsalted"", ""preparationType"": ""Roasted"", ""applicationMethod"": null, ""targetDemographic"": null}",Dry Fruits/Seeds,roasted cashew unsalted,roasted cashew unsalted | dry fruits seeds,Cornitos,"Dry Fruits, Seeds",Dry Fruits,42
4bd7ece5-d36b-4d0e-8182-cd578378bbe6,Cornitos Party Mix 28 Grams,"{""tags"": [""snack"", ""party mix"", ""crunchy"", ""gluten-free"", ""hot & spicy""], ""type"": ""Party Mix"", ""style"": ""Savory Snack"", ""texture"": ""Crunchy"", ""packSize"": ""N/A"", ""netWeight"": ""28 Grams"", ""packetSize"": ""Single-Use"", ""properties"": [""fiber source"", ""gluten free"", ""cholesterol free"", ""source of protein""], ""seasonalUse"": ""Any Season"", ""priceSegment"": ""Affordable"", ""productBrand"": ""Cornitos"", ""sourceRegion"": ""India"", ""varietyGrade"": ""N/A"", ""packagingType"": ""Resealable Bag"", ""certifications"": ""ISO Certified"", ""flavorSeasoning"": ""Hot & Spicy"", ""mainIngredients"": ""Green Peas, Salted Peanuts, Corn"", ""preparationType"": ""Salted"", ""nutritionalClaims"": ""Source of Protein, Zero Cholesterol, Source of Fiber"", ""servingSuggestion"": ""Party Snack"", ""targetDemographic"": ""Snack Enthusiasts"", ""countryOfManufacture"": ""India""}",Crunchy Snack,party mix,party mix | crunchy snack,Cornitos,Crunchy Snack,Crunchy Snack,13
4f0e92ce-375c-447a-a1a3-64177feeadca,CORNITOS Salted Peanuts 30 Grams,"{""tags"": [""snack"", ""peanuts"", ""salty"", ""crunchy"", ""healthy snack""], ""scent"": ""Nutty"", ""flavour"": ""Salted"", ""texture"": ""Crunchy"", ""brandName"": ""CORNITOS"", ""netVolume"": ""N/A"", ""netWeight"": ""30 Grams"", ""snackForm"": ""N/A"", ""packetSize"": ""Single-Use"", ""properties"": [""nutritious""], ""specialTag"": ""N/A"", ""ingredients"": ""Peanuts, Salt"", ""seasonalUse"": ""N/A"", ""servingSize"": ""N/A"", ""allergenInfo"": ""Contains Peanuts"", ""priceSegment"": ""Affordable"", ""countUnitEach"": ""1 Each"", ""packagingType"": ""Pack"", ""certifications"": ""N/A"", ""countryOfOrigin"": ""India"", ""applicationMethod"": ""Snack"", ""dietaryPreference"": ""Vegetarian"", ""servingSuggestion"": ""N/A"", ""targetDemographic"": ""General"", ""storageInstructions"": ""Store in a cool, dry place""}",Crunchy Snack,salted peanuts,salted peanuts | crunchy snack,CORNITOS,Crunchy Snack,Crunchy Snack,14
4f163045-b3c3-41a0-8818-89532f23420a,CORNITOS Crusties 3 Packs Combo Bag 150 Grams,"{""tags"": [""Snacks"", ""Crunchy"", ""Snacking"", ""Vegetarian"", ""Convenience""], ""flavour"": ""N/A"", ""texture"": ""Crunchy"", ""brandName"": ""CORNIITOS"", ""netWeight"": ""150 g"", ""glutenFree"": ""N/A"", ""packetSize"": ""Multi-Use"", ""properties"": [""vegan friendly""], ""crunchLevel"": ""High"", ""productType"": ""Crusties"", ""seasonalUse"": ""Year Round"", ""packQuantity"": ""3 Each"", ""priceSegment"": ""Affordable"", ""certification"": ""FSSAI Approved"", ""keyIngredient"": ""Potato"", ""specialFeature"": ""N/A"", ""countryOfOrigin"": ""India"", ""ingredientsList"": ""Potato, Chana, Rajma"", ""preparationMethod"": ""Ready to Eat"", ""servingSuggestion"": ""Snack"", ""targetDemographic"": ""General"", ""caloriesPerServing"": ""N/A"", ""storageInstructions"": ""Store in a cool, dry place""}",Sweets/Snacks,crusties packs combo rams,crusties packs combo rams | sweets snacks,CORNIITOS,"Sweets, Snacks",Sweets,-1
4ffdaef2-8f19-4c9b-86bc-deebd7ac782f,CORNITOS Coated Green Peas Wasabi X 12 1800 Grams,"{""tags"": [""Cornitos"", ""Green Peas"", ""Wasabi"", ""Dry Fruits"", ""Coated"", ""Family Pack""], ""type"": ""Green Peas"", ""brand"": ""Cornitos"", ""color"": null, ""scent"": null, ""category"": ""Dry Fruits/Seeds"", ""packSize"": ""Pack of 12"", ""netWeight"": ""1800 Grams"", ""packetSize"": ""Family Pack"", ""seasonalUse"": null, ""priceSegment"": ""Premium"", ""sourceRegion"": null, ""varietyGrade"": null, ""certifications"": null, ""packagingShape"": ""Box"", ""flavorSeasoning"": ""Wasabi"", ""marketingClaims"": null, ""preparationType"": ""Coated"", ""applicationMethod"": null, ""packagingMaterial"": ""Cardboard"", ""targetDemographic"": null}",Dry Fruits/Seeds,coated green peas wasabi x,coated green peas wasabi x | dry fruits seeds,Cornitos,"Dry Fruits, Seeds",Dry Fruits,19
506c661e-1f04-4bde-bcc2-96b24fac9603,CORNITOS Lime And Mint Nachos Bag 30 Grams,"{""tags"": [""snacks"", ""nachos"", ""cornitos"", ""lime"", ""mint"", ""crunchy"", ""snacking"", ""savory""], ""color"": ""Green"", ""scent"": ""Minty"", ""flavour"": ""Lime and Mint"", ""texture"": ""Crispy"", ""dietType"": ""Vegetarian"", ""brandName"": ""CORNITOS"", ""netWeight"": ""30 g"", ""packetSize"": ""Single-Use"", ""properties"": [""❌ resealable""], ""productType"": ""Nachos"", ""seasonalUse"": ""Any"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""keyIngredient"": null, ""certifications"": null, ""marketPosition"": ""Mid-Range"", ""packagingShape"": ""Flat"", ""specialFeature"": null, ""applicationMethod"": ""Snacking"", ""packagingMaterial"": ""Plastic"", ""servingSuggestion"": ""Ready to Eat"", ""targetDemographic"": ""All Ages"", ""manufacturingCountry"": ""India""}",Sweets/Snacks,lime and mint nachos rams,lime and mint nachos rams | sweets snacks,CORNITOS,"Sweets, Snacks",Sweets,61
508fb3fd-0f69-4035-bdbc-4aa2c66100be,CORNITOS 8 Inch Wheat Soft Tortilla Wraps 540 Grams,"{""tags"": [""tortilla"", ""wraps"", ""cornitos"", ""wheat"", ""soft"", ""snack"", ""meal"", ""FASTM""], ""origin"": ""N/A"", ""texture"": ""Soft"", ""formType"": ""Wrap"", ""packSize"": ""Pack of 1"", ""brandName"": ""CORNITOS"", ""netWeight"": ""540 g"", ""packaging"": ""N/A"", ""shelfLife"": ""N/A"", ""labelClaim"": ""N/A"", ""packetSize"": ""Multi-Use"", ""grainDetail"": ""N/A"", ""productType"": ""Tortilla Wraps"", ""seasonalUse"": ""Year-round"", ""allergenInfo"": ""N/A"", ""priceSegment"": ""Affordable"", ""cookingMethod"": ""Stovetop"", ""certifications"": ""N/A"", ""ingredientList"": ""N/A"", ""nutritionalClaim"": ""N/A"", ""specialAttribute"": ""N/A"", ""applicationMethod"": ""Wrap"", ""servingSuggestion"": ""N/A"", ""targetDemographic"": ""General"", ""storageInstructions"": ""N/A""}",Cereal/Grain/Pulse Products,wheat soft tortilla wraps rams,wheat soft tortilla wraps rams | cereal grain pulse products,CORNITOS,"Cereal, Grain, Pulse Products",Cereal,1
50cafb81-14af-4df2-821f-c6fbfead5f53,CORNITOS CHEESE AND HERBS -60gm 60 Grams,"{""tags"": [""Nacho Crisps"", ""Cheese Flavored"", ""Snack Food"", ""Gluten Free""], ""scent"": ""Cheesy"", ""texture"": ""Crispy"", ""variety"": ""N/A"", ""dietType"": ""N/A"", ""packSize"": ""N/A"", ""blendType"": ""N/A"", ""brandName"": ""CORNITOS"", ""netVolume"": ""N/A"", ""netWeight"": ""60 Grams"", ""spiceType"": ""N/A"", ""packetSize"": ""Single-Use"", ""netWeightKg"": ""0.06 Kilograms"", ""seasonalUse"": ""Year-Round"", ""priceSegment"": ""Affordable"", ""certification"": ""Gluten Free"", ""flavorProfile"": ""Cheese and Herbs"", ""packagingType"": ""Pouch"", ""usageOccasion"": ""Snack"", ""ingredientForm"": ""N/A"", ""spiceHeatLevel"": ""N/A"", ""countryOfOrigin"": ""India"", ""applicationMethod"": ""Snack"", ""servingSuggestion"": ""As a snack or appetizer"", ""targetDemographic"": ""General Public"", ""storageInstructions"": ""Store in a cool, dry place""}",Herbs/Spices,cheese and herbs,cheese and herbs | herbs spices,CORNITOS,"Herbs, Spices",Herbs,-1
50f97f0e-e26f-4b0c-8816-784a2c8b2bfc,Cornitos Crusties Chana Snacks 18 Gm,"{""tags"": [""Chickpea Snacks"", ""Healthy Snacks"", ""Baked Snacks"", ""Savory Flavors""], ""scent"": ""Savory"", ""flavour"": ""Dilli Chaat"", ""texture"": ""Crunchy"", ""dietType"": ""Vegetarian"", ""brandName"": ""Cornitos"", ""netWeight"": ""18 Grams"", ""snackForm"": ""Chickpea Snacks"", ""packetSize"": ""Single-Use"", ""properties"": [""baked"", ""cholesterol free"", ""source of protein""], ""specialTag"": ""Gluten Free"", ""seasonalUse"": ""Year-Round"", ""serviceSize"": ""1 Portion"", ""priceSegment"": ""Affordable"", ""countUnitEach"": ""1 Each"", ""packagingType"": ""Bag"", ""certifications"": ""Gluten Free Certified"", ""preparationMethod"": ""Ready to Eat"", ""targetDemographic"": ""Snack Lovers"", ""storageInstructions"": ""Store in a cool, dry place""}",Crunchy Snack,crusties chana snacks,crusties chana snacks | crunchy snack,Cornitos,Crunchy Snack,Crunchy Snack,11
5117f191-7a1a-445f-a29a-689fe7bd3b91,Cornitos Taco Dinner Kit 100 Grams,"{""tags"": [""taco"", ""snacks"", ""Mexican"", ""family pack"", ""Crispy""], ""scent"": ""Savory"", ""flavour"": null, ""texture"": ""Crispy"", ""brandName"": ""Cornitos"", ""netWeight"": ""100 g"", ""packetSize"": ""Multi-Use"", ""properties"": [""❌ contains nuts"", ""❌ certified gluten free"", ""suitable for vegetarians""], ""cuisineType"": ""Mexican"", ""productType"": ""Taco Shells"", ""seasonalUse"": ""Any"", ""packQuantity"": ""12 Each"", ""priceSegment"": ""Affordable"", ""keyIngredient"": null, ""packagingType"": ""Box"", ""calorieContent"": ""Light"", ""expiryDuration"": ""12 months"", ""specialFeature"": null, ""preparationTime"": ""Instant"", ""applicationMethod"": ""Ready to use"", ""servingSuggestion"": ""With fillings"", ""targetDemographic"": ""Families""}",Sweets/Snacks,taco dinner kit rams,taco dinner kit rams | sweets snacks,Cornitos,"Sweets, Snacks",Sweets,-1
51311a30-f570-42fb-b9a2-05a5e78c2aaa,CORNITOS SIZZLIN JALAPENO BAKED AND FRIED CORN CHIPS Bag 150 Grams,"{""tags"": [""Spicy"", ""Snack"", ""Crisps"", ""Indian""], ""text"": ""Nacho Crisps"", ""flavour"": ""Sizzlin Jalapeno"", ""brandName"": ""Cornitos"", ""netWeight"": ""150 g"", ""nutrition"": ""Low Cholesterol"", ""shelfLife"": ""6 months"", ""packetSize"": ""Single-Use"", ""productType"": ""Chips"", ""packQuantity"": ""1 Each"", ""packageShape"": ""Bag"", ""priceSegment"": ""Affordable"", ""keyIngredient"": ""Corn"", ""certifications"": ""FSSAI"", ""specialFeature"": [""Baked"", ""Fried""], ""countryOfOrigin"": ""India"", ""marketingClaims"": ""Spicy Flavor"", ""packageMaterial"": ""Plastic"", ""packageTransparency"": ""Opaque"", ""packageResealability"": ""Non-resealable""}",Sweets/Snacks,sizzlin jalapeno baked and fried chips rams,sizzlin jalapeno baked and fried chips rams | sweets snacks,Cornitos,"Sweets, Snacks",Sweets,56
51496013-e873-4e94-9312-4cac8880d5e3,Cornitos Cheese Nachos And Dip Tray 60 Grams,"{""tags"": [""Cheese Nachos"", ""Snack"", ""Cornitos"", ""Party Snack"", ""Ready to Eat""], ""scent"": ""Cheesy"", ""flavour"": ""Cheese"", ""texture"": ""Crispy"", ""brandName"": ""Cornitos"", ""netWeight"": ""60 g"", ""packetSize"": ""Single-Use"", ""properties"": [""❌ resealability""], ""tariffCode"": ""Snack Foods"", ""productType"": ""Nachos"", ""seasonalUse"": ""Anytime Snack"", ""allergenInfo"": ""Contains Dairy"", ""dietaryClaim"": null, ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""certification"": ""Vegan"", ""keyIngredient"": ""Corn"", ""specialFeature"": null, ""nutritionalClaim"": ""Protein Rich"", ""applicationMethod"": ""Ready to Eat"", ""packagingMaterial"": ""Plastic"", ""servingSuggestion"": ""Ideal for Parties"", ""targetDemographic"": ""All Ages""}",Sweets/Snacks,cheese nachos and dip tray rams,cheese nachos and dip tray rams | sweets snacks,Cornitos,"Sweets, Snacks",Sweets,53
519e104a-c6b8-4768-a0cc-b1e1e947712b,Cornitos Cheesy Sour Cream And Onion 60 Grams,"{""tags"": [""Nacho Crisps"", ""Snack"", ""Gluten Free"", ""Savory"", ""Crispy""], ""scent"": ""Savory"", ""flavour"": ""Sour Cream and Onion"", ""texture"": ""Crispy"", ""brandName"": ""Cornitos"", ""netWeight"": ""60 g"", ""packetSize"": ""Single-Use"", ""properties"": [""vegetarian"", ""❌ reseal ability""], ""productType"": ""Nacho Crisps"", ""seasonalUse"": ""Year-Round"", ""allergenInfo"": ""Contains Corn"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""keyIngredient"": ""Corn"", ""packagingType"": ""Flexible"", ""specialFeature"": ""Gluten Free"", ""countryOfOrigin"": ""India"", ""storageCondition"": ""Store in a Cool Dry Place"", ""applicationMethod"": ""Ready to Eat"", ""nutritionalClaims"": ""Low Calorie"", ""servingSuggestion"": ""Snack"", ""targetDemographic"": ""All Ages""}",Sweets/Snacks,cheesy sour cream and onion rams,cheesy sour cream and onion rams | sweets snacks,Cornitos,"Sweets, Snacks",Sweets,34
52bb0b52-a70a-42f7-889e-f5422a352063,CORNITOS Cheese And Herbs X 16 BAKED FRIED CORN CHIPS 2400 Grams,"{""tags"": [""Cornitos"", ""Cheese"", ""Herbs"", ""Chips"", ""Baked"", ""Corn""], ""flavour"": ""Cheese and Herbs"", ""texture"": ""Crunchy"", ""category"": ""Sweets/Snacks"", ""brandName"": ""Cornitos"", ""netWeight"": ""2400 Grams"", ""packetSize"": ""Family Pack"", ""properties"": [""❌ resealable""], ""productType"": ""Chips"", ""seasonalUse"": ""All Seasons"", ""packQuantity"": ""16 Each"", ""priceSegment"": ""N/A"", ""keyIngredient"": ""Corn"", ""certifications"": ""N/A"", ""packagingShape"": ""Box"", ""specialFeature"": ""Baked"", ""marketingClaims"": ""N/A"", ""packagingMaterial"": ""Cardboard"", ""targetDemographic"": ""General""}",Sweets/Snacks,cheese and herbs x baked fried chips,cheese and herbs x baked fried chips | sweets snacks,Cornitos,"Sweets, Snacks",Sweets,58
558d17b9-758d-4000-b002-a7ad336d8b55,Cornitos Roasted Almond Salted And Wasabi Peas 350 Grams,"{""tags"": [""snack"", ""health food"", ""almonds"", ""roasted"", ""wasabi"", ""cornitos""], ""type"": ""Almonds"", ""scent"": ""N/A"", ""texture"": ""Crunchy"", ""packSize"": ""N/A"", ""netWeight"": ""350 Grams"", ""packetSize"": ""Multi-Use"", ""cuisineType"": ""N/A"", ""dietaryType"": ""Gluten-Free"", ""seasonalUse"": ""Anytime"", ""servingSize"": ""N/A"", ""allergenInfo"": ""Contains nuts"", ""priceSegment"": ""Affordable"", ""productBrand"": ""Cornitos"", ""sourceRegion"": ""N/A"", ""varietyGrade"": ""N/A"", ""packagingType"": ""Box"", ""certifications"": ""N/A"", ""flavorSeasoning"": ""Wasabi"", ""preparationType"": ""Roasted"", ""applicationMethod"": ""Snack"", ""servingSuggestion"": ""N/A"", ""targetDemographic"": ""General"", ""commitmentToQuality"": ""N/A"", ""sustainabilityPractices"": ""N/A""}",Dry Fruits/Seeds,roasted almond salted and wasabi peas,roasted almond salted and wasabi peas | dry fruits seeds,Cornitos,"Dry Fruits, Seeds",Dry Fruits,-1
55bf298e-1e4d-4c21-acde-5ad4caa1415e,CORNITOS POP N CRUNCH PREMIUM PEANUTS 34 GM,"{""tags"": [""premium"", ""snack"", ""peanuts"", ""gluten-free"", ""vegetarian"", ""vegan"", ""single-use"", ""salted""], ""flavour"": ""Salted"", ""brandName"": ""CORNTIOS"", ""netVolume"": null, ""netWeight"": ""34 Grams"", ""snackForm"": null, ""packetSize"": ""Single-Use"", ""properties"": [""gluten free"", ""vegetarian""], ""specialTag"": null, ""productType"": ""Peanuts"", ""suitableFor"": ""Adults"", ""priceSegment"": ""Premium"", ""productLabel"": ""Pop n Crunch"", ""countUnitEach"": null, ""packagingType"": ""Pouch"", ""countryOfOrigin"": ""India"", ""productCategory"": ""Crunchy Snack"", ""dietaryPreference"": ""Vegan"", ""packagingMaterial"": ""Plastic"", ""caloriesPerServing"": ""181 Calories per 28g""}",Crunchy Snack,pop n crunch peanuts,pop n crunch peanuts | crunchy snack,CORNTIOS,Crunchy Snack,Crunchy Snack,14
55f3a745-abde-442c-84fc-c90359f84ae2,CORNITOS Potato Crusties Italian Cheese 50g Bag 50 Grams,"{""tags"": [""snack"", ""crispy"", ""sour cream"", ""onion"", ""CORNITOS"", ""quick snack""], ""color"": ""Green"", ""scent"": ""Savory"", ""flavour"": ""Sour Cream & Onion"", ""texture"": ""Crispy"", ""brandName"": ""CORNITOS"", ""netWeight"": ""50 g"", ""packetSize"": ""Single-Use"", ""properties"": [""resealable""], ""productType"": ""Puffs"", ""seasonalUse"": ""All Year"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""keyIngredient"": null, ""productOrigin"": ""India"", ""caloricContent"": ""Average"", ""certifications"": null, ""specialFeature"": null, ""relatedProducts"": ""Cornitos Snacks"", ""nutritionalFacts"": null, ""applicationMethod"": ""Ready to Eat"", ""packagingMaterial"": ""Plastic"", ""servingSuggestion"": ""Snack"", ""targetDemographic"": ""All Ages""}",Sweets/Snacks,potato crusties italian cheese rams,potato crusties italian cheese rams | sweets snacks,CORNITOS,"Sweets, Snacks",Sweets,15
5737695c-3f2e-4d30-89d6-d895b2f25e9d,CORNITOS Thai Sweet Chili X 18 BAKED AND FRIED CORN CHIPS 990 Grams,"{""tags"": [""Cornitos"", ""Chips"", ""Thai Sweet Chili"", ""Baked"", ""Fried"", ""Corn"", ""Gluten Free"", ""Affordable""], ""color"": ""Beige"", ""bestFor"": ""Snacking"", ""flavour"": ""Thai Sweet Chili"", ""brandName"": ""Cornitos"", ""imageType"": ""Digital Mock-Up"", ""netWeight"": ""990 Grams"", ""packetSize"": ""Multi-Use"", ""properties"": [""brand logo""], ""productType"": ""Chips"", ""packQuantity"": ""18 Each"", ""priceSegment"": ""Affordable"", ""keyIngredient"": ""Corn"", ""packagingType"": ""Box"", ""specialFeature"": [""Baked"", ""Fried""], ""countryOfOrigin"": ""India"", ""marketingClaims"": ""Gluten Free"", ""packagingMaterial"": ""Cardboard"", ""targetDemographic"": ""Adults"", ""dietaryConsideration"": ""Vegetarian""}",Sweets/Snacks,thai sweet chili x baked and fried chips,thai sweet chili x baked and fried chips | sweets snacks,Cornitos,"Sweets, Snacks",Sweets,46
591a1c52-fdbb-450f-a82e-03167ecd5dd4,CORNITOS Cheesy Sour Cream & Onion 60g X 18 Case 1080 Grams,"{""tags"": [""Cornitos"", ""Cheesy"", ""Sour Cream"", ""Onion"", ""Chips"", ""Snacks"", ""Affordable"", ""Cardboard"", ""Multi-Pack""], ""flavour"": ""Cheesy Sour Cream & Onion"", ""brandName"": ""Cornitos"", ""netWeight"": ""1080 g"", ""shelfLife"": null, ""packetSize"": ""Multi-Use"", ""spiceLevel"": ""Mild"", ""ecoFriendly"": ""Recyclable"", ""productType"": ""Chips"", ""allergenInfo"": null, ""packQuantity"": ""18 Each"", ""priceSegment"": ""Affordable"", ""containerType"": ""Box"", ""dietaryClaims"": null, ""keyIngredient"": ""Corn"", ""packagingType"": ""Box"", ""snackCategory"": ""Tortilla Chips"", ""specialFeature"": null, ""packagingMaterial"": ""Cardboard"", ""targetDemographic"": ""General"", ""manufacturingLocation"": ""India""}",Sweets/Snacks,cheesy sour cream onion x case rams,cheesy sour cream onion x case rams | sweets snacks,Cornitos,"Sweets, Snacks",Sweets,34
59ef8f25-f23e-4e5e-8511-616b7496047a,Cornitos Cantina Style Nacho Crisps 340 Grams,"{""tags"": [""Cornitos"", ""Nacho Crisps"", ""Snacks"", ""Crispy"", ""Savory""], ""shape"": ""Rounds"", ""flavour"": ""Classic"", ""texture"": ""Crispy"", ""brandName"": ""Cornitos"", ""netWeight"": ""340 g"", ""brandClaim"": ""Product of India"", ""packetSize"": ""Multi-Use"", ""productType"": ""Nacho Crisps"", ""seasonalUse"": ""Anytime"", ""allergenInfo"": ""N/A"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""tastingNotes"": ""Savory"", ""cookingMethod"": ""Ready to Eat"", ""keyIngredient"": ""Corn"", ""packagingType"": ""Resealable Bag"", ""expirationDate"": ""N/A"", ""specialFeature"": ""N/A"", ""countryOfOrigin"": ""India"", ""nutritionalInfo"": ""Contains Fiber"", ""dietaryPreference"": ""N/A"", ""packagingMaterial"": ""Plastic"", ""servingSuggestion"": ""Snack"", ""targetDemographic"": ""General""}",Sweets/Snacks,cantina style nacho crisps rams,cantina style nacho crisps rams | sweets snacks,Cornitos,"Sweets, Snacks",Sweets,47
