brandSKUId,label,facets_jsonb,categoryLabel,normalized_name,core_identity,brand_extracted,categories_parsed,primary_category,cluster_id
0047a5ab-5b95-4996-8557-d8fac814279b,"Haldiram - Kaju Katli, 500 Gram","{""tags"": [""Haldiram"", ""Kaju Katli"", ""Sweets"", ""Indian Desserts"", ""Cashew""], ""color"": ""White"", ""scent"": ""Nutty"", ""shape"": ""Square"", ""flavour"": null, ""texture"": ""Soft"", ""brandName"": ""Haldiram"", ""netWeight"": ""500 g"", ""expiryDate"": ""6 months from manufacturing"", ""packetSize"": ""Multi-Use"", ""productType"": ""Kaju Katli"", ""seasonalUse"": ""Festive"", ""allergenInfo"": ""Contains nuts"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Premium"", ""certification"": ""FSSAI"", ""keyIngredient"": ""Cashew"", ""specialFeature"": null, ""countryOfOrigin"": ""India"", ""applicationMethod"": ""Ready to Eat"", ""servingSuggestion"": ""Can be served as dessert"", ""targetDemographic"": ""General"", ""storageInstructions"": ""Store in a cool, dry place""}",Sweets/Snacks,kaju katli,kaju katli | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,365
0e3b3ee3-9564-4918-acd9-d02554ec2d07,"Haldiram - Kismis, 400 Gram","{""tags"": [""Haldiram"", ""Kismis"", ""Sweets"", ""Snacks"", ""Indian Snacks"", ""Dried Fruits""], ""color"": ""Golden"", ""scent"": ""Sweet"", ""flavour"": ""N/A"", ""texture"": ""Chewy"", ""brandName"": ""Haldiram"", ""imageType"": ""Real Image"", ""netWeight"": ""400 g"", ""packetSize"": ""Multi-Use"", ""properties"": [""resealable""], ""productType"": ""Kismis"", ""seasonalUse"": ""N/A"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""certification"": ""N/A"", ""keyIngredient"": ""N/A"", ""packagingShape"": ""Container"", ""specialFeature"": ""N/A"", ""countryOfOrigin"": ""India"", ""applicationMethod"": ""Snack"", ""packagingMaterial"": ""Plastic"", ""servingSuggestion"": ""N/A"", ""targetDemographic"": ""General"", ""storageInstructions"": ""Store in a cool, dry place""}",Sweets/Snacks,kismis,kismis | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,-1
0f2228b9-7e1a-4c13-a5f0-ab3d3ee36e60,"Haldiram - Double Mithaas, 2.25 Kg","{""tags"": [""Haldiram"", ""Mithai"", ""Sweets"", ""Indian Sweets"", ""Festive Treats"", ""Dessert""], ""color"": ""Pink"", ""scent"": ""Sweet"", ""shape"": ""Round"", ""flavour"": ""N/A"", ""texture"": ""Soft"", ""brandName"": ""Haldiram"", ""netWeight"": ""2.25 Kg"", ""commonUses"": ""Celebrations, Festivals"", ""packetSize"": ""Multi-Use"", ""properties"": [""❌ resealable""], ""productType"": ""Mithai"", ""seasonalUse"": ""Festivals"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Premium"", ""certification"": ""FSSAI Approved"", ""keyIngredient"": ""N/A"", ""specialFeature"": ""N/A"", ""countryOfOrigin"": ""India"", ""applicationMethod"": ""Ready to Eat"", ""packagingMaterial"": ""Cardboard"", ""servingSuggestion"": ""Chilled"", ""targetDemographic"": ""Adults""}",Sweets/Snacks,double mithaas,double mithaas | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,306
0f7bd999-6db6-442e-96ad-baef3687b835,"Haldiram - Kaju Pista Cookie Sticks, 200 Gram","{""tags"": [""Haldiram"", ""Cookies"", ""Snacks"", ""Pista"", ""Biscuits""], ""addIn"": ""Pista"", ""scent"": ""Nutty"", ""flavor"": ""N/A"", ""origin"": ""India"", ""tastes"": ""Sweet"", ""weight"": ""200 g"", ""texture"": ""Crispy"", ""dietType"": ""N/A"", ""brandName"": ""Haldiram"", ""packetSize"": ""Single-Use"", ""properties"": [""resealability""], ""biscuitType"": ""N/A"", ""seasonalUse"": ""Year-round"", ""priceSegment"": ""Premium"", ""specialClaim"": ""N/A"", ""packagingType"": ""Box"", ""certifications"": ""N/A"", ""mainIngredient"": ""N/A"", ""marketPosition"": ""N/A"", ""prominentColor"": ""Red"", ""nutritionFeature"": ""N/A"", ""applicationMethod"": ""Snack"", ""packagingMaterial"": ""Plastic"", ""servingSuggestion"": ""Tea time snack"", ""targetDemographic"": ""General"", ""storageInstructions"": ""Store in a cool dry place""}",Biscuits,kaju pista cookie sticks,kaju pista cookie sticks | biscuits,Haldiram,Biscuits,Biscuits,156
0f99dc4e-e2e8-47a7-80d5-312cb57a83a2,"Haldiram - Chips Brown Rice Gupshup, 135 Gram","{""tags"": [""Haldiram"", ""Brown Rice"", ""Chips"", ""Snacks"", ""Savory Snack""], ""scent"": ""N/A"", ""taste"": ""Savory"", ""flavour"": ""N/A"", ""texture"": ""Crispy"", ""brandName"": ""Haldiram"", ""netWeight"": ""135 g"", ""shelfLife"": ""N/A"", ""packetSize"": ""Single-Use"", ""crunchLevel"": ""High"", ""productType"": ""Chips"", ""seasonalUse"": ""Anytime"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""cookingMethod"": ""N/A"", ""keyIngredient"": ""Brown Rice"", ""certifications"": ""N/A"", ""specialFeature"": ""N/A"", ""applicationMethod"": ""Snacking"", ""packagingMaterial"": ""Plastic"", ""servingSuggestion"": ""N/A"", ""targetDemographic"": ""General"", ""storageInstructions"": ""Store in a cool, dry place""}",Sweets/Snacks,chips brown rice gupshup,chips brown rice gupshup | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,150
0fc8b7cb-4ab8-4bcc-be8e-9a4a18be4176,"Haldiram - Aloo Bhujia, 20 Gram","{""tags"": [""snack"", ""crispy"", ""potato"", ""spicy"", ""Indian""], ""scent"": ""Spicy Potato"", ""flavour"": ""Spicy"", ""texture"": ""Crispy"", ""category"": ""Bhujia / Namkeen"", ""brandName"": ""Haldiram"", ""netWeight"": ""20 g"", ""packetSize"": ""Single-Use"", ""properties"": [""❌ imported""], ""brandOrigin"": ""India"", ""ingredients"": ""Potato, Edible Oils, Spices"", ""productType"": ""Aloo Bhujia"", ""seasonalUse"": ""Any Season"", ""priceSegment"": ""Affordable"", ""cookingMethod"": ""Ready to Eat"", ""certifications"": ""None"", ""expirationDate"": ""Best Before"", ""specialFeatures"": ""Special Pack for Extra Freshness"", ""applicationMethod"": ""Snack"", ""dietaryPreference"": ""Vegetarian"", ""servingSuggestion"": ""As a Snack or Topping"", ""targetDemographic"": ""All Ages"", ""storageInstructions"": ""Store in a cool, dry place""}",Crunchy Snack,aloo bhujia,aloo bhujia | crunchy snack,Haldiram,Crunchy Snack,Crunchy Snack,265
0fd4066b-909b-4244-8d85-be74b849600d,"Haldiram - Roasted Masala Almond, 200 Gram","{""tags"": [""Haldiram"", ""Almonds"", ""Roasted"", ""Masala"", ""Snack"", ""Healthy Snack""], ""scent"": ""Nutty"", ""taste"": ""Savory"", ""flavour"": ""Masala"", ""texture"": ""Crunchy"", ""brandName"": ""Haldiram"", ""netWeight"": ""200 g"", ""packetSize"": ""Single-Use"", ""properties"": [""resealable"", ""suitable for vegetarians""], ""productType"": ""N/A"", ""seasonalUse"": ""Anytime"", ""allergenInfo"": ""Contains nuts"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""keyIngredient"": ""Almond"", ""specialFeature"": ""Roasted"", ""countryOfOrigin"": ""India"", ""applicationMethod"": ""Snack"", ""packagingMaterial"": ""Plastic"", ""servingSuggestion"": ""Consume as a snack"", ""targetDemographic"": ""General"", ""storageInstructions"": ""Store in a cool, dry place""}",Sweets/Snacks,roasted masala almond,roasted masala almond | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,307
1032a911-7ac8-4e23-91b1-4097ad89fa6d,"Haldiram - Assorted Cup Cake, 140 Gram","{""tags"": [""Assorted"", ""Cup Cake"", ""Bakery"", ""Non-GMO"", ""Trans-Fat Free""], ""brandName"": ""Haldiram's"", ""netVolume"": null, ""netWeight"": ""140 Grams"", ""dietaryTag"": ""Eggless"", ""packetSize"": ""Multi-Use"", ""properties"": [""non gmo"", ""trans fat free""], ""mainFlavour"": null, ""portionSize"": null, ""productType"": ""Cake"", ""priceSegment"": ""Affordable"", ""packagingType"": null, ""fillingOrAddOn"": null}",Cakes,assorted cup cake,assorted cup cake | cakes,Haldiram's,Cakes,Cakes,4
103986ee-b40c-48eb-8e69-3d388004c769,"Haldiram - Gajjak Rewri, 400 Gram","{""tags"": [""Haldiram"", ""Sweets"", ""Rewri"", ""Snacks"", ""Indian Sweets"", ""Crunchy Snack""], ""scent"": ""Sweet"", ""flavour"": ""N/A"", ""texture"": ""Crunchy"", ""brandName"": ""Haldiram"", ""netWeight"": ""400 g"", ""packetSize"": ""Single-Use"", ""properties"": [""gift pack""], ""weightUnit"": ""grams"", ""productType"": ""Rewri"", ""seasonalUse"": ""Festive"", ""servingSize"": ""1 piece"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""keyIngredient"": ""N/A"", ""caloricContent"": ""High-calorie"", ""nutritionFacts"": ""Contains sugar and sesame seeds"", ""specialFeature"": ""N/A"", ""applicationMethod"": ""Snack"", ""packagingMaterial"": ""Cardboard"", ""targetDemographic"": ""General"", ""cookingInstructions"": ""Ready to eat"", ""storageInstructions"": ""Cool and dry place""}",Sweets/Snacks,gajjak rewri,gajjak rewri | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,-1
104b7cec-11eb-43d1-a574-64d25d2ba763,"Haldiram - Choco Chip Cookies, 200 Gram","{""tags"": [""Haldiram"", ""Chocolate Chip"", ""Cookies"", ""Biscuit"", ""Snack"", ""Indian Sweets""], ""addIn"": null, ""scent"": ""Chocolate"", ""flavor"": ""Chocolate"", ""weight"": ""200 g"", ""texture"": null, ""brandName"": ""Haldiram"", ""expiryDate"": null, ""packetSize"": ""Single-Use"", ""biscuitType"": ""Cookie"", ""brandOrigin"": ""India"", ""seasonalUse"": null, ""priceSegment"": ""Affordable"", ""productShape"": ""Square"", ""specialClaim"": null, ""resealability"": null, ""certifications"": null, ""mainIngredient"": null, ""nutritionFeature"": null, ""storageCondition"": ""Cool and Dry Place"", ""applicationMethod"": null, ""packagingMaterial"": ""Cardboard"", ""servingSuggestion"": null, ""targetDemographic"": ""General"", ""allergenInformation"": null}",Biscuits,choco chip cookies,choco chip cookies | biscuits,Haldiram,Biscuits,Biscuits,346
10541935-7b93-4b34-9b48-2845146438a5,"Haldiram - Delista Fryums Triangle, 200 Gram","{""tags"": [""Snack"", ""Fryums"", ""Triangle"", ""Crunchy"", ""Indian""], ""flavour"": null, ""texture"": ""Crunchy"", ""material"": ""Plastic"", ""brandName"": ""HALDIRAM"", ""netWeight"": ""200 Grams"", ""snackForm"": ""Fryums"", ""packetSize"": ""Multi-Use"", ""properties"": [""❌ resealable"", ""fssai certified""], ""specialTag"": null, ""spiceLevel"": ""Medium"", ""priceSegment"": ""Affordable"", ""productShape"": ""Triangle"", ""dietaryClaims"": ""Made with Cereals"", ""packagingType"": ""Bag"", ""countryOfOrigin"": ""India"", ""marketingClaims"": null, ""realImageOrMockup"": ""Real Image"", ""targetDemographic"": ""All Ages"", ""caloriesPerServing"": null, ""cookingRequirement"": ""Ready to Fry""}",Crunchy Snack,delista fryums triangle,delista fryums triangle | crunchy snack,HALDIRAM,Crunchy Snack,Crunchy Snack,169
10a8f3f6-445b-4927-ba1b-a46d20ecbecc,"Haldiram - Mirch Kutti, 100 Gram","{""tags"": [""Indian Spices"", ""Cooking Essentials"", ""Haldiram"", ""Spicy""], ""scent"": ""Spicy"", ""texture"": ""Fine"", ""variety"": null, ""dietType"": null, ""packSize"": null, ""blendType"": null, ""brandName"": ""Haldiram"", ""netVolume"": null, ""netWeight"": ""100 Grams"", ""spiceType"": ""Mirch Kutti"", ""packetSize"": ""Single-Use"", ""foodPairing"": ""Curries"", ""netWeightKg"": ""0.1 Kilograms"", ""seasonalUse"": ""Year-Round"", ""priceSegment"": ""Affordable"", ""certification"": null, ""flavorProfile"": ""Spicy"", ""packagingType"": ""Pouch"", ""usageOccasion"": null, ""ingredientForm"": ""Powder"", ""spiceHeatLevel"": ""Hot"", ""applicationMethod"": ""Cooking"", ""servingSuggestion"": ""Use in moderation"", ""targetDemographic"": ""General"", ""storageInstructions"": ""Cool & Dry Place""}",Herbs/Spices,mirch kutti,mirch kutti | herbs spices,Haldiram,"Herbs, Spices",Herbs,28
10ad3578-17ca-41d1-8455-dead9018c277,"Haldiram - Strawberry Masala, 300 Gram","{""tags"": [""Haldiram"", ""Strawberry Masala"", ""Dehydrated Fruits"", ""Snacks"", ""Sweet"", ""Fruit Snack""], ""scent"": ""Fruity"", ""flavour"": ""Masala"", ""organic"": ""N/A"", ""texture"": ""Crispy"", ""brandName"": ""Haldiram"", ""netWeight"": ""300 g"", ""fatContent"": ""Low"", ""packetSize"": ""Single-Use"", ""properties"": [""vegan"", ""nut free"", ""gluten free""], ""productType"": ""Dehydrated Fruits"", ""seasonalUse"": ""N/A"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""sugarContent"": ""Moderate"", ""keyIngredient"": ""Strawberry"", ""packagingType"": ""Flexible"", ""preservatives"": ""Contains"", ""productOrigin"": ""India"", ""specialFeature"": ""N/A"", ""applicationMethod"": ""Snack"", ""targetDemographic"": ""General Consumers""}",Sweets/Snacks,strawberry masala,strawberry masala | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,312
10e8058e-3e4d-4be3-9136-8de1a689f91e,"Haldiram - Salted Almonds, 200 Gram","{""tags"": [""Salted Almonds"", ""Dry Fruits"", ""Healthy Snack"", ""Haldiram""], ""type"": ""Almonds"", ""scent"": ""Nutty"", ""nutType"": ""Tree Nut"", ""texture"": ""Crunchy"", ""packSize"": ""N/A"", ""netWeight"": ""200 Grams"", ""fatContent"": ""Healthy Fats"", ""packetSize"": ""Single-Use"", ""properties"": [""vegan"", ""❌ organic"", ""gluten free""], ""seasonalUse"": ""All Year Round"", ""priceSegment"": ""Affordable"", ""productBrand"": ""Haldiram"", ""sourceRegion"": ""N/A"", ""varietyGrade"": ""N/A"", ""caloricContent"": ""High"", ""certifications"": ""FSSAI"", ""flavorSeasoning"": ""N/A"", ""preparationType"": ""Salted"", ""applicationMethod"": ""Snack"", ""targetDemographic"": ""General""}",Dry Fruits/Seeds,salted almonds,salted almonds | dry fruits seeds,Haldiram,"Dry Fruits, Seeds",Dry Fruits,345
1142d1ae-e010-463f-8946-061872ea4095,"Haldiram - Shahi Ladoo, 400 Gram","{""tags"": [""Haldiram"", ""Shahi Ladoo"", ""Sweets"", ""Indian Sweets"", ""Festive Treats""], ""color"": ""Pink"", ""scent"": ""Sweet"", ""shape"": ""Round"", ""cuisine"": ""Indian"", ""flavour"": ""N/A"", ""texture"": ""Soft"", ""occasion"": ""Festive"", ""brandName"": ""Haldiram"", ""netWeight"": ""400 g"", ""packetSize"": ""Single-Use"", ""properties"": [""❌ resealability""], ""productType"": ""Ladoo"", ""seasonalUse"": ""N/A"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Premium"", ""certification"": ""N/A"", ""keyIngredient"": ""N/A"", ""specialFeature"": ""N/A"", ""applicationMethod"": ""N/A"", ""dietaryPreference"": ""N/A"", ""packagingMaterial"": ""Cardboard"", ""servingSuggestion"": ""N/A"", ""targetDemographic"": ""General""}",Sweets/Snacks,shahi ladoo,shahi ladoo | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,373
1150f901-5bde-41d2-b5bd-e66ce71188a6,"Haldiram - Roasted Salted Almond, 200 Gram","{""tags"": [""Haldiram"", ""Almond"", ""Roasted"", ""Salted"", ""Snacks"", ""Healthy Snack"", ""Gourmet Nuts""], ""scent"": ""Nutty"", ""flavour"": ""Salted"", ""texture"": ""Crunchy"", ""brandName"": ""Haldiram"", ""netWeight"": ""200 g"", ""packetSize"": ""Small Packet"", ""productType"": ""Nuts"", ""seasonalUse"": ""Anytime"", ""allergenInfo"": ""Contains Nuts"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""flavorProfile"": ""Savory"", ""keyIngredient"": ""Almond"", ""certifications"": ""FSSAI Approved"", ""specialFeature"": ""Roasted"", ""sustainability"": ""Eco-Friendly Packaging"", ""countryOfOrigin"": ""India"", ""nutritionalValue"": ""High in Protein"", ""applicationMethod"": ""Snacking"", ""servingSuggestion"": ""Best Served as Snack"", ""targetDemographic"": ""General"", ""pairingSuggestions"": ""Good with Dried Fruits""}",Sweets/Snacks,roasted salted almond,roasted salted almond | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,334
11874092-073e-4eb4-93e4-babe8d4cbcff,"Haldiram - Mithai Mazzaa, 1 Kg","{""tags"": [""Haldiram"", ""Mithai"", ""Indian Sweets"", ""Gift Pack"", ""Festive""], ""color"": ""Gold and Teal"", ""scent"": ""Sweet"", ""symbol"": ""Floral Design"", ""flavour"": null, ""tagline"": ""For a lively, bright get together"", ""texture"": ""Soft"", ""brandName"": ""Haldiram"", ""netWeight"": ""1 Kilograms"", ""packetSize"": ""Multi-Use"", ""productType"": null, ""reusability"": ""Non-Reusable"", ""seasonalUse"": ""Festive"", ""suitableFor"": ""Vegetarians"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Premium"", ""productShape"": ""Assorted"", ""keyIngredient"": null, ""certifications"": null, ""specialFeature"": null, ""countryOfOrigin"": ""India"", ""applicationMethod"": ""Ready-to-Eat"", ""packagingMaterial"": ""Cardboard"", ""targetDemographic"": ""All Ages"", ""visibleMarketingClaims"": ""Touch of Tradition""}",Sweets/Snacks,mithai mazzaa,mithai mazzaa | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,235
11a4f5b7-b9d6-43b0-ba31-011e8ede1d7d,"Haldiram - Snac Lite Cornets-Tomato, Rs.10/-","{""tags"": [""cornets"", ""namkeen"", ""savory"", ""crispy"", ""snack"", ""fried""], ""flavour"": ""Tomato"", ""texture"": ""Crispy"", ""calories"": ""473 kcal per 100g"", ""brandName"": ""Haldiram"", ""netWeight"": ""8 g"", ""shelfLife"": ""6 months"", ""fatContent"": ""24 g per 100g"", ""packetSize"": ""Small Packet"", ""productType"": null, ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""keyIngredient"": ""Corn"", ""certifications"": ""FSSAI"", ""proteinContent"": ""5 g per 100g"", ""specialFeature"": ""Fried"", ""countryOfOrigin"": ""India"", ""dietaryPreference"": null, ""packagingMaterial"": ""Plastic"", ""servingSuggestion"": ""Single Serve"", ""targetDemographic"": ""All Ages"", ""carbohydrateContent"": ""67 g per 100g"", ""seasonalAvailability"": ""All Year""}",Sweets/Snacks,snac lite cornets tomato,snac lite cornets tomato | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,219
11d6eec5-f660-4330-baf4-6aa3cd215935,"Haldiram - Namak Para Bites, Rs.10/-","{""tags"": [""snack"", ""Haldiram"", ""namak para"", ""crispy snacks"", ""savory"", ""Indian snacks""], ""scent"": ""Savory"", ""origin"": ""India"", ""flavour"": ""N/A"", ""texture"": ""Crispy"", ""packSize"": ""Small Packet"", ""brandName"": ""Haldiram"", ""netWeight"": ""10 g"", ""bestBefore"": ""N/A"", ""packetSize"": ""Single-Use"", ""productType"": ""Namak Para"", ""seasonalUse"": ""All Year Round"", ""priceSegment"": ""Affordable"", ""cookingMethod"": ""N/A"", ""resealability"": ""N/A"", ""certifications"": ""N/A"", ""healthBenefits"": ""N/A"", ""productVariant"": ""Plain"", ""marketingClaims"": ""25% Extra"", ""nutritionalInfo"": ""N/A"", ""applicationMethod"": ""Snacking"", ""packagingMaterial"": ""Plastic"", ""servingSuggestion"": ""As a snack"", ""targetDemographic"": ""General Public"", ""dietaryPreferences"": ""N/A"", ""allergenInformation"": ""N/A""}",Sweets/Snacks,namak para bites,namak para bites | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,153
11e65c73-0f51-4dac-987f-2db8f4b0e80c,"Haldiram - Kabhi Khatta Meetha, 770 Gram","{""tags"": [""Haldiram"", ""Snacks"", ""Indian Sweets"", ""Savory Snacks"", ""Festive Treats"", ""Crispy Snacks"", ""Affordable Treats""], ""color"": ""Green"", ""scent"": ""Savory"", ""cuisine"": ""Indian"", ""flavour"": ""N/A"", ""texture"": ""Crispy"", ""occasion"": ""Festive"", ""brandName"": ""Haldiram"", ""netWeight"": ""770 g"", ""packetSize"": ""Multi-Use"", ""properties"": [""resealability""], ""productType"": ""N/A"", ""seasonalUse"": ""Year-Round"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""keyIngredient"": ""N/A"", ""certifications"": ""FSSAI Approved"", ""specialFeature"": ""N/A"", ""nutritionalInfo"": ""Contains Nuts"", ""applicationMethod"": ""Snack"", ""dietaryPreference"": ""Vegetarian"", ""packagingMaterial"": ""Cardboard"", ""servingSuggestion"": ""Tea Time"", ""targetDemographic"": ""General""}",Sweets/Snacks,kabhi khatta meetha,kabhi khatta meetha | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,320
122f002f-1f7c-4a31-ae4a-3e7742bd27e6,"Haldiram - Assorted Gajjak, 800 Gram","{""tags"": [""Haldiram"", ""Gajjak"", ""Sweets"", ""Snacks"", ""Indian Sweets""], ""color"": ""Mixed"", ""scent"": ""Nutty"", ""vegan"": null, ""flavour"": null, ""organic"": null, ""texture"": ""Crunchy"", ""brandName"": ""Haldiram"", ""netWeight"": ""800 g"", ""packetSize"": ""Multi-Use"", ""properties"": [""❌ resealable"", ""contains nuts"", ""gift suitable""], ""productType"": ""Gajjak"", ""seasonalUse"": ""Festive"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Premium"", ""keyIngredient"": null, ""dietPreference"": null, ""specialFeature"": null, ""applicationMethod"": ""Ready to Eat"", ""packagingMaterial"": ""Cardboard"", ""servingSuggestion"": ""Snack"", ""targetDemographic"": ""General"", ""storageInstructions"": ""Store in a cool, dry place""}",Sweets/Snacks,assorted gajjak,assorted gajjak | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,304
123c6a76-fbe9-4acb-9e87-eda793c56d77,"Haldiram - Moongdal Maxilla, 65 Gram","{""tags"": [""Haldiram"", ""Snacks"", ""Moong Dal"", ""Crispy"", ""Savory""], ""color"": ""Yellow"", ""scent"": ""Savory"", ""shape"": ""Round"", ""flavour"": ""N/A"", ""texture"": ""Crispy"", ""brandName"": ""Haldiram"", ""netWeight"": ""65 g"", ""expiryDate"": ""N/A"", ""packetSize"": ""Single-Use"", ""crunchiness"": ""High"", ""productType"": ""Snacks"", ""seasonalUse"": ""All Year"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""keyIngredient"": ""Moong Dal"", ""certifications"": ""FSSAI"", ""nutritionClaim"": ""N/A"", ""specialFeature"": ""N/A"", ""applicationMethod"": ""Snack"", ""servingSuggestion"": ""Solo or with drinks"", ""targetDemographic"": ""General Audience"", ""storageInstructions"": ""Store in a cool, dry place""}",Sweets/Snacks,moongdal maxilla,moongdal maxilla | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,362
12576376-2e66-45ae-bf04-5da16f44b4f0,"Haldiram - Karachi Halwa, 400 Gram","{""tags"": [""Haldiram"", ""Sweets"", ""Halwa"", ""Indian Sweets"", ""Dessert""], ""scent"": ""Sweet"", ""flavour"": null, ""texture"": ""Soft"", ""brandName"": ""Haldiram"", ""netWeight"": ""400 g"", ""shelfLife"": ""6 months"", ""packetSize"": ""Single-Use"", ""productType"": ""Halwa"", ""seasonalUse"": ""Festivals"", ""allergenInfo"": ""Contains nuts"", ""instructions"": ""Store in a cool, dry place"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""keyIngredient"": null, ""packagingType"": ""Box"", ""certifications"": ""FSSAI Certified"", ""specialFeature"": null, ""countryOfOrigin"": ""India"", ""applicationMethod"": ""Ready to eat"", ""servingSuggestion"": ""Serve chilled"", ""targetDemographic"": ""General""}",Sweets/Snacks,karachi halwa,karachi halwa | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,118
12577e53-093e-48c3-9dc4-b1593c41a38f,"Haldiram - Mewa Bites, 25 Pieces, 500 Gram","{""tags"": [""Haldiram"", ""Mewa Bites"", ""Sweets"", ""Indian Sweets"", ""Snacks"", ""Festival Treats"", ""Chewy"", ""Vegetarian""], ""color"": ""Multicolored"", ""scent"": ""Sweet"", ""cuisine"": ""Indian"", ""flavour"": null, ""texture"": ""Soft"", ""brandName"": ""Haldiram"", ""netWeight"": ""500 g"", ""packetSize"": ""Multi-Use"", ""productType"": ""Mewa Bites"", ""seasonalUse"": ""Festivals"", ""servingSize"": ""1 Piece"", ""textureType"": ""Chewy"", ""packQuantity"": ""25 Each"", ""priceSegment"": ""Affordable"", ""sugarContent"": ""High"", ""keyIngredient"": null, ""packagingType"": ""Box"", ""resaleAbility"": ""Resealable"", ""caloricContent"": ""High"", ""certifications"": ""FSSAI"", ""specialFeature"": null, ""dietaryPreference"": ""Vegetarian"", ""targetDemographic"": ""All Ages""}",Sweets/Snacks,mewa bites pieces,mewa bites pieces | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,293
1299100d-bde2-4a63-9f89-b5fa3ea75542,"Haldiram - Orange Burfi, 500 Gram","{""tags"": [""Haldiram"", ""Orange Burfi"", ""Sweets"", ""Traditional"", ""Indian"", ""Dessert"", ""Premium""], ""origin"": ""India"", ""flavour"": ""Orange"", ""occasion"": ""Festive"", ""brandName"": ""Haldiram"", ""netWeight"": ""500 g"", ""shelfLife"": ""6 Months"", ""packetSize"": ""Multi-Use"", ""productType"": ""Burfi"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Premium"", ""keyIngredient"": ""N/A"", ""packagingType"": ""Box"", ""certifications"": ""N/A"", ""productTexture"": ""Soft"", ""specialFeature"": ""N/A"", ""marketingClaims"": ""Traditional Indian Sweets"", ""packagingMaterial"": ""Cardboard"", ""regionalSpecialty"": ""Indian"", ""servingSuggestion"": ""Serve as dessert"", ""targetDemographic"": ""General"", ""dietaryConsideration"": ""N/A"", ""packagingTransparency"": ""Opaque""}",Sweets/Snacks,orange burfi,orange burfi | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,375
12c58a73-e31e-44d6-974b-b9509b262beb,"Haldiram - Pudina Seasoning Roll, 250 Gram","{""tags"": [""Pudina Roll"", ""Snack"", ""Haldiram"", ""Crunchy Snack""], ""scent"": ""Herbaceous"", ""shape"": ""Pouch"", ""glyphs"": ""Vegetarian"", ""flavour"": ""Pudina"", ""isSpicy"": null, ""texture"": ""Crunchy"", ""dietType"": null, ""occasion"": ""Snacking"", ""brandName"": ""HALDIRAM"", ""isNutFree"": null, ""netVolume"": null, ""netWeight"": ""250 Grams"", ""snackForm"": ""Roll"", ""packetSize"": ""Single-Use"", ""properties"": [""resealable""], ""specialTag"": null, ""seasonalUse"": ""Any Season"", ""hasAllergens"": null, ""isGlutenFree"": null, ""packMaterial"": ""Zipper Pouch"", ""priceSegment"": ""Affordable"", ""countUnitEach"": null, ""regionalFlavor"": ""Indian"", ""applicationMethod"": ""Ready-to-eat"", ""targetDemographic"": ""All Ages""}",Crunchy Snack,pudina seasoning roll,pudina seasoning roll | crunchy snack,HALDIRAM,Crunchy Snack,Crunchy Snack,134
